#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
I	I	+	+	3	38	954595	954630	15072434	20594552	36	36	36	0	36/36	100.0%	36/36	100.0%	36/15072434	0.0%
I	I	+	+	39	86	1005207	1005254	15072434	20594552	48	48	47	0	47/48	97.9%	48/48	100.0%	48/15072434	0.0%
I	I	+	+	75	109	1152667	1152701	15072434	20594552	35	35	35	0	35/35	100.0%	35/35	100.0%	35/15072434	0.0%
I	I	+	+	83	442	1244896	1245441	15072434	20594552	360	546	330	4	330/360	91.7%	360/546	65.9%	360/15072434	0.0%
I	I	+	+	89	430	1244896	1245423	15072434	20594552	342	528	319	4	319/342	93.3%	342/528	64.8%	342/15072434	0.0%
I	I	+	+	101	432	1244896	1245419	15072434	20594552	332	524	312	4	312/332	94.0%	332/524	63.4%	332/15072434	0.0%
I	I	+	+	578	774	2049578	2049774	15072434	20594552	197	197	177	0	177/197	89.8%	197/197	100.0%	197/15072434	0.0%
I	I	+	+	779	843	2476618	2476682	15072434	20594552	65	65	53	0	53/65	81.5%	65/65	100.0%	65/15072434	0.0%
I	I	+	+	57657	57712	2488324	2488379	15072434	20594552	56	56	47	0	47/56	83.9%	56/56	100.0%	56/15072434	0.0%
I	I	+	+	184257	184310	2488380	2488433	15072434	20594552	54	54	48	0	48/54	88.9%	54/54	100.0%	54/15072434	0.0%
I	I	+	+	188596	188679	2488544	2488627	15072434	20594552	84	84	63	0	63/84	75.0%	84/84	100.0%	84/15072434	0.0%
I	I	+	+	256060	256120	2488929	2488989	15072434	20594552	61	61	55	0	55/61	90.2%	61/61	100.0%	61/15072434	0.0%
I	I	+	+	391384	391477	2695247	2695340	15072434	20594552	94	94	76	0	76/94	80.9%	94/94	100.0%	94/15072434	0.0%
I	I	+	+	409688	409744	2731362	2731418	15072434	20594552	57	57	52	0	52/57	91.2%	57/57	100.0%	57/15072434	0.0%
I	I	+	+	428768	428860	2742968	2743060	15072434	20594552	93	93	77	0	77/93	82.8%	93/93	100.0%	93/15072434	0.0%
I	I	+	+	477878	478054	2855137	2855339	15072434	20594552	177	203	150	3	150/177	84.7%	177/203	87.2%	177/15072434	0.0%
I	I	+	+	477884	478072	2855133	2855339	15072434	20594552	189	207	151	4	151/187	80.7%	187/209	89.5%	189/15072434	0.0%
I	I	+	+	486081	486148	2855411	2855478	15072434	20594552	68	68	56	0	56/68	82.4%	68/68	100.0%	68/15072434	0.0%
I	I	+	+	495693	495790	3122423	3122520	15072434	20594552	98	98	91	0	91/98	92.9%	98/98	100.0%	98/15072434	0.0%
I	I	+	+	556971	557162	3469883	3470104	15072434	20594552	192	222	147	5	147/185	79.5%	185/229	80.8%	192/15072434	0.0%
I	I	+	+	556974	557163	3470576	3470759	15072434	20594552	190	184	131	2	131/184	71.2%	184/190	96.8%	190/15072434	0.0%
I	I	+	+	565482	565552	4319958	4320028	15072434	20594552	71	71	59	0	59/71	83.1%	71/71	100.0%	71/15072434	0.0%
I	I	+	+	565688	566629	4321504	4322395	15072434	20594552	942	892	584	24	584/799	73.1%	799/1035	77.2%	942/15072434	0.0%
I	I	+	+	572188	572610	4335650	4336215	15072434	20594552	423	566	352	9	352/421	83.6%	421/568	74.1%	423/15072434	0.0%
I	I	+	+	572882	572999	4336921	4337038	15072434	20594552	118	118	103	0	103/118	87.3%	118/118	100.0%	118/15072434	0.0%
I	I	+	+	573638	574803	4337318	4338794	15072434	20594552	1166	1477	783	35	783/1073	73.0%	1073/1570	68.3%	1166/15072434	0.0%
I	I	+	+	574906	575275	4339362	4339730	15072434	20594552	370	369	273	9	273/349	78.2%	349/390	89.5%	370/15072434	0.0%
I	I	+	+	727244	727304	4436451	4436511	15072434	20594552	61	61	54	0	54/61	88.5%	61/61	100.0%	61/15072434	0.0%
I	I	+	+	742133	742179	4506890	4506936	15072434	20594552	47	47	42	0	42/47	89.4%	47/47	100.0%	47/15072434	0.0%
I	I	+	+	746016	746478	4510514	4510963	15072434	20594552	463	450	349	3	349/443	78.8%	443/470	94.3%	463/15072434	0.0%
I	I	+	+	746060	746477	4510522	4510938	15072434	20594552	418	417	312	2	312/416	75.0%	416/419	99.3%	418/15072434	0.0%
I	I	+	+	757538	757618	4510919	4511012	15072434	20594552	81	94	69	1	69/81	85.2%	81/94	86.2%	81/15072434	0.0%
I	I	+	+	775579	776017	4510722	4511126	15072434	20594552	439	405	316	3	316/405	78.0%	405/439	92.3%	439/15072434	0.0%
I	I	+	+	779158	779196	4516503	4516541	15072434	20594552	39	39	38	0	38/39	97.4%	39/39	100.0%	39/15072434	0.0%
I	I	+	+	779180	779220	4516663	4516703	15072434	20594552	41	41	40	0	40/41	97.6%	41/41	100.0%	41/15072434	0.0%
I	I	+	+	779221	779262	4516822	4516863	15072434	20594552	42	42	40	0	40/42	95.2%	42/42	100.0%	42/15072434	0.0%
I	I	+	+	779258	779298	4516982	4517022	15072434	20594552	41	41	38	0	38/41	92.7%	41/41	100.0%	41/15072434	0.0%
I	I	+	+	779301	779362	4517872	4517933	15072434	20594552	62	62	50	0	50/62	80.6%	62/62	100.0%	62/15072434	0.0%
I	I	+	+	784521	784735	4589058	4589394	15072434	20594552	215	337	178	3	178/215	82.8%	215/337	63.8%	215/15072434	0.0%
I	I	+	+	784526	784774	4589057	4589399	15072434	20594552	249	343	199	5	199/239	83.3%	239/353	67.7%	249/15072434	0.0%
I	I	+	+	784533	784799	4589052	4589394	15072434	20594552	267	343	210	4	210/267	78.7%	267/343	77.8%	267/15072434	0.0%
I	I	+	+	784562	784956	4830603	4830982	15072434	20594552	395	380	264	5	264/370	71.4%	370/405	91.4%	395/15072434	0.0%
I	I	+	+	784664	784834	4830603	4830757	15072434	20594552	171	155	125	1	125/155	80.6%	155/171	90.6%	171/15072434	0.0%
