#name1	name2	strand1	strand2	start1	end1	start2	end2	size1	size2	length1	length2	nmatch	ngap	identity	idPct	continuity	conPct	coverage	covPct
V	V	+	+	2845	3025	152292	152472	20924180	23638155	181	181	133	0	133/181	73.5%	181/181	100.0%	181/20924180	0.0%
V	V	+	+	5512	7828	152489	154718	20924180	23638155	2317	2230	1543	39	1543/2044	75.5%	2044/2503	81.7%	2317/20924180	0.0%
V	V	+	+	8553	9202	155538	156125	20924180	23638155	650	588	452	20	452/555	81.4%	555/683	81.3%	650/20924180	0.0%
V	V	+	+	11265	11536	156765	157003	20924180	23638155	272	239	191	8	191/230	83.0%	230/281	81.9%	272/20924180	0.0%
V	V	+	+	20867	21103	172914	173105	20924180	23638155	237	192	160	3	160/192	83.3%	192/237	81.0%	237/20924180	0.0%
V	V	+	+	22486	22862	176123	176499	20924180	23638155	377	377	296	0	296/377	78.5%	377/377	100.0%	377/20924180	0.0%
V	V	+	+	23151	23371	176564	176787	20924180	23638155	221	224	165	2	165/215	76.7%	215/230	93.5%	221/20924180	0.0%
V	V	+	+	23513	23661	177077	177214	20924180	23638155	149	138	111	3	111/137	81.0%	137/150	91.3%	149/20924180	0.0%
V	V	+	+	23791	23904	178057	178170	20924180	23638155	114	114	89	0	89/114	78.1%	114/114	100.0%	114/20924180	0.0%
V	V	+	+	24780	25264	178252	178736	20924180	23638155	485	485	377	0	377/485	77.7%	485/485	100.0%	485/20924180	0.0%
V	V	+	+	25958	26459	179004	179543	20924180	23638155	502	540	373	7	373/471	79.2%	471/571	82.5%	502/20924180	0.0%
V	V	+	+	28374	28708	180596	180942	20924180	23638155	335	347	255	2	255/335	76.1%	335/347	96.5%	335/20924180	0.0%
V	V	+	+	29320	29483	182217	182380	20924180	23638155	164	164	127	0	127/164	77.4%	164/164	100.0%	164/20924180	0.0%
V	V	+	+	30187	30307	183443	183564	20924180	23638155	121	122	101	1	101/121	83.5%	121/122	99.2%	121/20924180	0.0%
V	V	+	+	31334	31584	184556	184827	20924180	23638155	251	272	196	5	196/248	79.0%	248/275	90.2%	251/20924180	0.0%
V	V	+	+	35009	35158	186899	187048	20924180	23638155	150	150	124	0	124/150	82.7%	150/150	100.0%	150/20924180	0.0%
V	V	+	+	36112	37228	187101	188229	20924180	23638155	1117	1129	877	2	877/1117	78.5%	1117/1129	98.9%	1117/20924180	0.0%
V	V	+	+	38109	38280	189225	189397	20924180	23638155	172	173	142	1	142/172	82.6%	172/173	99.4%	172/20924180	0.0%
V	V	+	+	38886	39042	189919	190082	20924180	23638155	157	164	115	2	115/149	77.2%	149/172	86.6%	157/20924180	0.0%
V	V	+	+	40438	40725	191750	192031	20924180	23638155	288	282	207	1	207/282	73.4%	282/288	97.9%	288/20924180	0.0%
V	V	+	+	41723	42342	192125	192598	20924180	23638155	620	474	369	3	369/470	78.5%	470/624	75.3%	620/20924180	0.0%
V	V	+	+	43023	43173	192733	192883	20924180	23638155	151	151	120	0	120/151	79.5%	151/151	100.0%	151/20924180	0.0%
V	V	+	+	65459	65746	204395	204694	20924180	23638155	288	300	211	4	211/281	75.1%	281/307	91.5%	288/20924180	0.0%
V	V	+	+	66140	67314	205614	206738	20924180	23638155	1175	1125	874	4	874/1125	77.7%	1125/1175	95.7%	1175/20924180	0.0%
V	V	+	+	67995	68973	207502	208480	20924180	23638155	979	979	744	0	744/979	76.0%	979/979	100.0%	979/20924180	0.0%
V	V	+	+	69917	70114	209296	209518	20924180	23638155	198	223	160	1	160/198	80.8%	198/223	88.8%	198/20924180	0.0%
V	V	+	+	70782	70877	210128	210223	20924180	23638155	96	96	83	0	83/96	86.5%	96/96	100.0%	96/20924180	0.0%
V	V	+	+	77209	77408	215968	216152	20924180	23638155	200	185	148	4	148/183	80.9%	183/202	90.6%	200/20924180	0.0%
V	V	+	+	79365	79516	217894	218045	20924180	23638155	152	152	112	0	112/152	73.7%	152/152	100.0%	152/20924180	0.0%
V	V	+	+	81146	81287	219447	219588	20924180	23638155	142	142	118	0	118/142	83.1%	142/142	100.0%	142/20924180	0.0%
V	V	+	+	83246	83346	221468	221568	20924180	23638155	101	101	76	0	76/101	75.2%	101/101	100.0%	101/20924180	0.0%
V	V	+	+	83403	83521	224054	224172	20924180	23638155	119	119	96	0	96/119	80.7%	119/119	100.0%	119/20924180	0.0%
V	V	+	+	83709	83783	224470	224544	20924180	23638155	75	75	62	0	62/75	82.7%	75/75	100.0%	75/20924180	0.0%
V	V	+	+	85622	85790	225952	226126	20924180	23638155	169	175	135	4	135/165	81.8%	165/179	92.2%	169/20924180	0.0%
V	V	+	+	88372	88555	228730	228920	20924180	23638155	184	191	142	5	142/183	77.6%	183/192	95.3%	184/20924180	0.0%
V	V	+	+	103381	105854	245197	247526	20924180	23638155	2474	2330	1597	50	1597/2220	71.9%	2220/2584	85.9%	2474/20924180	0.0%
V	V	+	+	106991	107492	247678	248149	20924180	23638155	502	472	328	6	328/469	69.9%	469/505	92.9%	502/20924180	0.0%
V	V	+	+	108019	108441	248185	248610	20924180	23638155	423	426	274	2	274/417	65.7%	417/432	96.5%	423/20924180	0.0%
V	V	+	+	109209	109895	248651	249346	20924180	23638155	687	696	475	2	475/687	69.1%	687/696	98.7%	687/20924180	0.0%
V	V	+	+	111074	111717	249557	250200	20924180	23638155	644	644	448	0	448/644	69.6%	644/644	100.0%	644/20924180	0.0%
V	V	+	+	112125	113582	250252	251437	20924180	23638155	1458	1186	867	9	867/1186	73.1%	1186/1458	81.3%	1458/20924180	0.0%
V	V	+	+	119063	119267	256027	256231	20924180	23638155	205	205	167	0	167/205	81.5%	205/205	100.0%	205/20924180	0.0%
